Niveau,Wort,Klarwort,Übersetzung,Detail,Example1,Example2,Example3,Example4,Example5,
A1,Bringen,bringen,"bringen (Verb): to bring, to take‌ (to someone), to deliver, to lead‌ (to a state), to cause‌ (in set phrases)  das bringen (Noun): the act of bringing, bringing‌ (as a process)","bringen (Verb): to bring, to take (to someone), to deliver, to lead (to a state), to cause (in set phrases)  das Bringen (Noun): the act of bringing, bringing (as a process)🔄 Verb Conjugationsunregelmäßig Partizip II: gebrachtPresent (Präsens):ich: bringedu: bringster/sie/es: bringtwir: bringenihr: bringtsie: bringenPast (Präteritum):ich: brachtedu: brachtester/sie/es: brachtewir: brachtenihr: brachtetsie: brachten",Ich bringe das Buch morgen.I will bring the book tomorrow.,Kannst du mich nach Hause bringen?Can you take me home?3. Die Nachricht brachte ihn zum Lächeln.The news made him smile.,Das Bringen der Pakete dauert heute länger.The bringing of the packages takes longer today.,Er brachte Blumen für sie.He brought flowers for her.,,German Word (A1)
A2,Brennen,brennen,"brennen (Verb): to burn, to be on fire, to sting‌ (burning sensation), to blaze, to be lit  das brennen (Noun): the burning, act of burning","brennen (Verb): to burn, to be on fire, to sting (burning sensation), to blaze, to be lit  das Brennen (Noun): the burning, act of burning🔄 Verb Conjugationsunregelmäßig Partizip II: gebranntPresent (Präsens):ich: brennedu: brennster/sie/es: brenntwir: brennenihr: brenntsie: brennenPast (Präteritum):ich: branntedu: branntester/sie/es: branntewir: branntenihr: branntetsie: brannten",Die Kerze brennt.The candle is burning.,Mein Auge brennt.My eye burns.,Das Feuer brannte die ganze Nacht.The fire burned all night.,Das Brennen ist stark.The burning is strong.,,German Word (A2)
A2,Bremsen,bremsen,"bremsen (Verb): to brake, to slow down, to curb  das bremsen (Noun): braking‌ (the act)","bremsen (Verb): to brake, to slow down, to curb  das Bremsen (Noun): braking (the act)🔄 Verb Conjugationsregelmäßig Partizip II: gebremstPresent (Präsens):ich: bremsedu: bremster/sie/es: bremstwir: bremsenihr: bremstsie: bremsenPast (Präteritum):ich: bremstedu: bremstester/sie/es: bremstewir: bremstenihr: bremstetsie: bremsten",Ich bremse an der Ampel.I brake at the traffic light.,Bitte bremst langsam.Please brake slowly.,Der Regen bremst den Verkehr.The rain slows the traffic.,Das Bremsen ist hier wichtig.Braking is important here.,,German Word (A2)
B1,Brechen,brechen,"brechen (Verb): to break, to shatter, to violate‌ (a rule), to vomit  das brechen (Noun): the act of breaking‌ (verbal noun)","brechen (Verb): to break, to shatter, to violate (a rule), to vomit  das Brechen (Noun): the act of breaking (verbal noun)🔄 Verb Conjugationsunregelmäßig Partizip II: gebrochenPresent (Präsens):ich: brechedu: brichster/sie/es: brichtwir: brechenihr: brechtsie: brechenPast (Präteritum):ich: brachdu: brachster/sie/es: brachwir: brachenihr: brachtetsie: brachen",Ich breche den Stock.I break the stick.,Er bricht das Versprechen.He breaks the promise.,Sie brach gestern.She vomited yesterday.,Das Brechen war laut.The breaking was loud.,"Wenn du den Ast zu sehr biegst, bricht er.If you bend the branch too much, it breaks.",German Word (B1)
A1,Brauchen,brauchen,"brauchen (Verb): to need, to require, to have use for  das brauchen (Noun): the needing, the act of needing","brauchen (Verb): to need, to require, to have use for  das Brauchen (Noun): the needing, the act of needing🔄 Verb Conjugationsregelmäßig Partizip II: gebrauchtPresent (Präsens):ich: brauchedu: brauchster/sie/es: brauchtwir: brauchenihr: brauchtsie: brauchenPast (Präteritum):ich: brauchtedu: brauchtester/sie/es: brauchtewir: brauchtenihr: brauchtetsie: brauchten",Ich brauche Hilfe.I need help.,Wir brauchen mehr Zeit.We need more time.,Du brauchst heute nicht zu kommen.You don't need to come today.,Das Brauchen ist hier groß.The needing is great here.,,German Word (A1)
A2,Blühen,blühen,"blühen (Verb): to bloom, to blossom, to flourish  das blühen (Noun): the blooming‌ (act of blooming)","blühen (Verb): to bloom, to blossom, to flourish  das Blühen (Noun): the blooming (act of blooming)🔄 Verb Conjugationsregelmäßig Partizip II: geblühtPresent (Präsens):ich: blühedu: blühster/sie/es: blühtwir: blühenihr: blühtsie: blühenPast (Präteritum):ich: blühtedu: blühtester/sie/es: blühtewir: blühtenihr: blühtetsie: blühten",Im Frühling blühen die Bäume.In spring the trees bloom.,Die Stadt blüht wirtschaftlich.The city is flourishing economically.,Mein Garten blüht im Mai.My garden blooms in May.,Das Blühen dauert nur wenige Wochen.The blooming lasts only a few weeks.,,German Word (A2)
A2,Blöd,blöd,"blöd (Adjektiv): stupid, dumb, silly, daft, annoying  blöd (Adverb): stupidly, sillily, awkwardly  das blöd (Noun): the stupid‌ (as abstract), the silly‌ (as abstract)","blöd (Adjektiv): stupid, dumb, silly, daft, annoying  blöd (Adverb): stupidly, sillily, awkwardly  das Blöd (Noun): the stupid (as abstract), the silly (as abstract)📊 Degrees of ComparisonPositive: blödComparative: blöderSuperlative: am blödesten",Das ist eine blöde Idee.That is a silly idea.,Er fühlt sich heute blöd.He feels stupid today.,Das war blöder als gestern.That was sillier than yesterday.,Das war am blödesten in der ganzen Woche.That was the silliest in the whole week.,Manchmal nervt mich das Blöde an dem Plan.Sometimes the stupid part of the plan annoys me.,German Word (A2)
A2,Bluten,bluten,"bluten (Verb): to bleed, to lose blood, to hemorrhage, to suffer losses‌ (fig.)  das bluten (Noun): bleeding, the act of bleeding","bluten (Verb): to bleed, to lose blood, to hemorrhage, to suffer losses (fig.)  das Bluten (Noun): bleeding, the act of bleeding🔄 Verb Conjugationsregelmäßig Partizip II: geblutetPresent (Präsens):ich: blutedu: blutester/sie/es: blutetwir: blutenihr: blutetsie: blutenPast (Präteritum):ich: blutetedu: blutetester/sie/es: blutetewir: blutetenihr: blutetetsie: bluteten",Die Wunde blutet.The wound is bleeding.,Er blutet stark am Arm.He is bleeding heavily on his arm.,Ohne Druck hört es nicht auf zu bluten.Without pressure it will not stop bleeding.,Die Firma blutet nach dem Fehler finanziell.The company is bleeding financially after the mistake.,Das Bluten muss schnell gestoppt werden.The bleeding must be stopped quickly.,German Word (A2)
B1,Bloß,bloß,"bloß (Adjektiv): bare, naked, mere, sheer  bloß (Adverb): only, just, merely, bare‌ (as adverbial: with no/just)  das bloß (Noun): the bare‌ (quality), the mere","bloß (Adjektiv): bare, naked, mere, sheer  bloß (Adverb): only, just, merely, bare (as adverbial: with no/just)  das Bloß (Noun): the bare (quality), the mere📊 Degrees of ComparisonPositive: bloß",Ich will bloß helfen.I just want to help.,Mach das bloß nicht!Just don’t do that!3. Er trug bloße Füße.He had bare feet.,Das ist bloßer Lärm.That is mere noise.,Das Bloße reicht nicht.The mere bare thing is not enough.,,German Word (B1)
A1,Blond,blond,"blond (Adjektiv): blond, fair-haired, blonde-haired  das blond (Noun): the blond‌ (es) (as a group)","blond (Adjektiv): blond, fair-haired, blonde-haired  das Blond (Noun): the blond (es) (as a group)📊 Degrees of ComparisonPositive: blondComparative: blonderSuperlative: am blondesten",Sie hat blondes Haar.She has blond hair.,Er ist blonder als sein Bruder.He is blonder than his brother.,Das ist am blondesten in der Familie.That is the blondest in the family.,Die Blonden sitzen hinten.The blondes are sitting in the back.,,German Word (A1)
A2,Blind,blind,"blind (Adjektiv): blind, sightless, blindly, reckless  blind (Adverb): blindly, at random  das blind (Noun): the blind‌ (person), blind person","blind (Adjektiv): blind, sightless, blindly, reckless  blind (Adverb): blindly, at random  das Blind (Noun): the blind (person), blind person📊 Degrees of ComparisonPositive: blindComparative: blinderSuperlative: am blindesten",Er ist blind.He is blind.,Sie vertraut blind.She trusts blindly.,Das Kind ist blinder als der Großvater.The child is blinder than the grandfather.,Er ist am blindesten ohne seine Brille.He is the blindest without his glasses.,Das Blinde braucht Hilfe.The blind person needs help.,German Word (A2)
A1,Bleiben,bleiben,"bleiben (Verb): stay, remain, keep‌ (remain)  das bleiben (Noun): the staying, the remaining","bleiben (Verb): stay, remain, keep (remain)  das Bleiben (Noun): the staying, the remaining🔄 Verb Conjugationsunregelmäßig Partizip II: gebliebenPresent (Präsens):ich: bleibedu: bleibster/sie/es: bleibtwir: bleibenihr: bleibtsie: bleibenPast (Präteritum):ich: bliebdu: bliebster/sie/es: bliebwir: bliebenihr: bliebtsie: blieben",Ich bleibe heute zu Hause.I am staying at home today.,Bitte bleib hier.Please stay here.,Alles blieb ruhig.Everything remained calm.,"Das Bleiben war kurz, dann fuhren wir weiter.The staying was short, then we drove on.",Er ist zu Hause geblieben.He stayed at home.,German Word (A1)
A2,Bitter,bitter,"bitter (Adjektiv): bitter, harsh, severe‌ (cold), painful  bitter (Adverb): bitterly, very‌ (colloq.), harshly  das bitter (Noun): the bitter‌ (quality), bitterness‌ (as an abstract noun)","bitter (Adjektiv): bitter, harsh, severe (cold), painful  bitter (Adverb): bitterly, very (colloq.), harshly  das Bitter (Noun): the bitter (quality), bitterness (as an abstract noun)📊 Degrees of ComparisonPositive: bitterComparative: bittererSuperlative: am bittersten",Der Kaffee ist bitter.The coffee is bitter.,Heute ist es bitter kalt.Today it is bitter cold.,Das war eine bitterere Niederlage.That was a more bitter defeat.,Er weinte bitter.He cried bitterly.,Er sucht das Bittere im Leben nicht.He does not seek the bitter things in life.,German Word (A2)
A2,Bitten,bitten,"bitten (Verb): to ask‌ (for), to request, to beg, to invite‌ (politely)  das bitten (Noun): the act of asking, requesting","bitten (Verb): to ask (for), to request, to beg, to invite (politely)  das Bitten (Noun): the act of asking, requesting🔄 Verb Conjugationsunregelmäßig Partizip II: gebetenPresent (Präsens):ich: bittedu: bittester/sie/es: bittetwir: bittenihr: bittetsie: bittenPast (Präteritum):ich: batdu: batester/sie/es: batwir: batenihr: batetsie: baten",Ich bitte dich um Hilfe.I ask you for help.,"Könnten Sie mir bitte sagen, wie spät es ist?Could you please tell me what time it is?3. Er bat die Lehrerin um mehr Zeit.He asked the teacher for more time.",Das Bitten fällt ihr schwer.Asking is hard for her.,Wir bitten um Ruhe.We ask for silence.,,German Word (A2)
A1,Bisschen,bisschen,"bisschen (Adverb): a little, a bit, slightly  das bisschen (Noun): a little bit‌ (as noun, rare), small amount‌ (rare)","bisschen (Adverb): a little, a bit, slightly  das Bisschen (Noun): a little bit (as noun, rare), small amount (rare)📊 Degrees of ComparisonPositive: bisschenComparative: mehrSuperlative: am meisten",Ich trinke ein bisschen Wasser.I drink a little water.,Kannst du das bisschen warten?Can you wait just a tiny bit?3. Heute ist es ein bisschen kalt.Today it's a bit cold.,"Er isst mehr, ich esse ein bisschen.He eats more; I eat a little.",,,German Word (A1)
B1,Bisher,bisher,"so far, until now, up to now","so far, until now, up to now📊 Degrees of ComparisonPositive: bisherComparative: mehr bisherSuperlative: am meisten bisher",Bisher war alles ruhig.So far everything has been quiet.,Wir haben bisher keine Antwort bekommen.We have not received an answer so far.,Mehr bisher habe ich dazu nicht zu sagen.I have nothing more to say about it so far.,Das ist am meisten bisher passiert.This has happened the most so far.,,German Adverb (B1)
B1,Biologisch,biologisch,"biologisch (Adjektiv): biological, organic‌ (eco-label), natural‌ (no chemicals)  biologisch (Adverb): biologically, organically  das biologisch (Noun): the biological‌ (as a concept)","biologisch (Adjektiv): biological, organic (eco-label), natural (no chemicals)  biologisch (Adverb): biologically, organically  das Biologisch (Noun): the biological (as a concept)📊 Degrees of ComparisonPositive: biologischComparative: biologischerSuperlative: am biologischsten",Wir kaufen nur biologisches Gemüse.We buy only organic vegetables.,Das ist biologisch abbaubar.This is biologically degradable.,Dieses Brot ist biologischer als das andere.This bread is more organic than the other one.,Das ist am biologischsten für die Umwelt.This is the most environmentally friendly in biological terms.,Er interessiert sich für das Biologische am Menschen.He is interested in the biological aspect in humans.,German Word (B1)
A2,Billig,billig,"billig (Adjektiv): cheap, inexpensive, low-quality, flimsy‌ (argument), undeserved‌ (success)  billig (Adverb): cheaply, inexpensively  das billig (Noun): the cheap‌ (category), the cheap ones‌ (pl.)","billig (Adjektiv): cheap, inexpensive, low-quality, flimsy (argument), undeserved (success)  billig (Adverb): cheaply, inexpensively  das Billig (Noun): the cheap (category), the cheap ones (pl.)📊 Degrees of ComparisonPositive: billigComparative: billigerSuperlative: am billigsten",Das T-Shirt ist billig.The T-shirt is cheap.,Hier kann man billig essen.You can eat cheaply here.,Dieses Angebot ist billiger.This offer is cheaper.,Das ist am billigsten im Internet.It is the cheapest on the internet.,Er mag das Billige nicht.He does not like the cheap stuff.,German Word (A2)
B1,Bieten,bieten,"bieten (Verb): offer, provide, afford, present  das bieten (Noun): the act of offering, offering‌ (as an action)","bieten (Verb): offer, provide, afford, present  das Bieten (Noun): the act of offering, offering (as an action)🔄 Verb Conjugationsunregelmäßig Partizip II: gebotenPresent (Präsens):ich: bietedu: bietester/sie/es: bietetwir: bietenihr: bietetsie: bietenPast (Präteritum):ich: botdu: botester/sie/es: botwir: botenihr: botetsie: boten",Die Stadt bietet viele Jobs.The city offers many jobs.,Dieses Programm bietet dir Hilfe.This program provides you with help.,Er bot mir einen Platz an.He offered me a seat.,Das Bieten war schwer für ihn.The act of offering was difficult for him.,,German Word (B1)
